time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1401408000000,2014-05-30,-55.137379413622675,80.61485851265007,1471.23388671875,0.0,301.0,181.0,1401580800000
1401408000000,2014-05-30,-55.137379413622675,80.61485851265007,1459.9169921875,1.0,210.0,181.0,1401580800000
1401408000000,2014-05-30,-55.137379413622675,80.61485851265007,1455.5062255859375,0.0,249.0,181.0,1401408000000
1401580800000,2014-06-01,-55.137379413622675,80.61485851265007,1452.4937744140625,1.0,179.0,180.0,1401580800000
1401840000000,2014-06-04,-55.137379413622675,80.61485851265007,1456.39697265625,1.0,192.0,181.0,1401840000000
1427587200000,2015-03-29,-55.137379413622675,80.61485851265007,1454.84130859375,1.0,237.0,182.0,1427587200000
1432771200000,2015-05-28,-55.137379413622675,80.61485851265007,1461.1915283203125,0.0,192.0,181.0,1433462400000
1432771200000,2015-05-28,-55.137379413622675,80.61485851265007,1447.7794189453125,2.0,298.0,187.0,1432080000000
1459555200000,2016-04-02,-55.137379413622675,80.61485851265007,1457.0836181640625,0.0,185.0,180.0,1459555200000
1460851200000,2016-04-17,-55.137379413622675,80.61485851265007,1458.59228515625,0.0,210.0,181.0,1460851200000
1490140800000,2017-03-22,-55.137379413622675,80.61485851265007,1457.768310546875,0.0,185.0,180.0,1490140800000
